nivel_territorial_codigo,nivel_territorial_nome,unidade_medida_codigo,unidade_medida_nome,valor,dimensao1_codigo,dimensao1_nome,dimensao2_codigo,dimensao2_nome,dimensao3_codigo,dimensao3_nome,valor_convertido
3,Unidade da Federação,1702,Razão,28.52,16,Amapá,2022,2022,9359,Índice de envelhecimento da população residente em territórios quilombolas (Idosos: 60 anos ou mais de idade),28.52
3,Unidade da Federação,1622,Anos,25,16,Amapá,2022,2022,9408,Idade mediana da população residente em territórios quilombolas,25.0
3,Unidade da Federação,1702,Razão,102.60,16,Amapá,2022,2022,9409,Razão de sexo da população residente em territórios quilombolas,102.6
3,Unidade da Federação,1702,Razão,29.59,16,Amapá,2022,2022,9421,Índice de envelhecimento da população quilombola residente em territórios quilombolas (Idosos: 60 anos ou mais de idade),29.59
3,Unidade da Federação,1622,Anos,25,16,Amapá,2022,2022,9422,Idade mediana da população quilombola residente em territórios quilombolas,25.0
3,Unidade da Federação,1702,Razão,101.02,16,Amapá,2022,2022,9423,Razão de sexo da população quilombola residente em territórios quilombolas,101.02
3,Unidade da Federação,1702,Razão,69.34,17,Tocantins,2022,2022,9359,Índice de envelhecimento da população residente em territórios quilombolas (Idosos: 60 anos ou mais de idade),69.34
3,Unidade da Federação,1622,Anos,32,17,Tocantins,2022,2022,9408,Idade mediana da população residente em territórios quilombolas,32.0
3,Unidade da Federação,1702,Razão,128.45,17,Tocantins,2022,2022,9409,Razão de sexo da população residente em territórios quilombolas,128.45
3,Unidade da Federação,1702,Razão,70.09,17,Tocantins,2022,2022,9421,Índice de envelhecimento da população quilombola residente em territórios quilombolas (Idosos: 60 anos ou mais de idade),70.09
3,Unidade da Federação,1622,Anos,31,17,Tocantins,2022,2022,9422,Idade mediana da população quilombola residente em territórios quilombolas,31.0
3,Unidade da Federação,1702,Razão,126.62,17,Tocantins,2022,2022,9423,Razão de sexo da população quilombola residente em territórios quilombolas,126.62
3,Unidade da Federação,1702,Razão,50.15,21,Maranhão,2022,2022,9359,Índice de envelhecimento da população residente em territórios quilombolas (Idosos: 60 anos ou mais de idade),50.15
3,Unidade da Federação,1622,Anos,29,21,Maranhão,2022,2022,9408,Idade mediana da população residente em territórios quilombolas,29.0
3,Unidade da Federação,1702,Razão,105.43,21,Maranhão,2022,2022,9409,Razão de sexo da população residente em territórios quilombolas,105.43
3,Unidade da Federação,1702,Razão,49.60,21,Maranhão,2022,2022,9421,Índice de envelhecimento da população quilombola residente em territórios quilombolas (Idosos: 60 anos ou mais de idade),49.6
3,Unidade da Federação,1622,Anos,29,21,Maranhão,2022,2022,9422,Idade mediana da população quilombola residente em territórios quilombolas,29.0
3,Unidade da Federação,1702,Razão,104.85,21,Maranhão,2022,2022,9423,Razão de sexo da população quilombola residente em territórios quilombolas,104.85
3,Unidade da Federação,1702,Razão,64.73,22,Piauí,2022,2022,9359,Índice de envelhecimento da população residente em territórios quilombolas (Idosos: 60 anos ou mais de idade),64.73
3,Unidade da Federação,1622,Anos,32,22,Piauí,2022,2022,9408,Idade mediana da população residente em territórios quilombolas,32.0
3,Unidade da Federação,1702,Razão,107.23,22,Piauí,2022,2022,9409,Razão de sexo da população residente em territórios quilombolas,107.23
3,Unidade da Federação,1702,Razão,62.10,22,Piauí,2022,2022,9421,Índice de envelhecimento da população quilombola residente em territórios quilombolas (Idosos: 60 anos ou mais de idade),62.1
3,Unidade da Federação,1622,Anos,31,22,Piauí,2022,2022,9422,Idade mediana da população quilombola residente em territórios quilombolas,31.0
3,Unidade da Federação,1702,Razão,106.65,22,Piauí,2022,2022,9423,Razão de sexo da população quilombola residente em territórios quilombolas,106.65
3,Unidade da Federação,1702,Razão,53.69,23,Ceará,2022,2022,9359,Índice de envelhecimento da população residente em territórios quilombolas (Idosos: 60 anos ou mais de idade),53.69
3,Unidade da Federação,1622,Anos,30,23,Ceará,2022,2022,9408,Idade mediana da população residente em territórios quilombolas,30.0
3,Unidade da Federação,1702,Razão,103.93,23,Ceará,2022,2022,9409,Razão de sexo da população residente em territórios quilombolas,103.93
3,Unidade da Federação,1702,Razão,42.11,23,Ceará,2022,2022,9421,Índice de envelhecimento da população quilombola residente em territórios quilombolas (Idosos: 60 anos ou mais de idade),42.11
3,Unidade da Federação,1622,Anos,28,23,Ceará,2022,2022,9422,Idade mediana da população quilombola residente em territórios quilombolas,28.0
3,Unidade da Federação,1702,Razão,103.58,23,Ceará,2022,2022,9423,Razão de sexo da população quilombola residente em territórios quilombolas,103.58
3,Unidade da Federação,1702,Razão,45.43,24,Rio Grande do Norte,2022,2022,9359,Índice de envelhecimento da população residente em territórios quilombolas (Idosos: 60 anos ou mais de idade),45.43
3,Unidade da Federação,1622,Anos,29,24,Rio Grande do Norte,2022,2022,9408,Idade mediana da população residente em territórios quilombolas,29.0
3,Unidade da Federação,1702,Razão,100.61,24,Rio Grande do Norte,2022,2022,9409,Razão de sexo da população residente em territórios quilombolas,100.61
3,Unidade da Federação,1702,Razão,43.71,24,Rio Grande do Norte,2022,2022,9421,Índice de envelhecimento da população quilombola residente em territórios quilombolas (Idosos: 60 anos ou mais de idade),43.71
3,Unidade da Federação,1622,Anos,28,24,Rio Grande do Norte,2022,2022,9422,Idade mediana da população quilombola residente em territórios quilombolas,28.0
3,Unidade da Federação,1702,Razão,100.12,24,Rio Grande do Norte,2022,2022,9423,Razão de sexo da população quilombola residente em territórios quilombolas,100.12
3,Unidade da Federação,1702,Razão,32.16,25,Paraíba,2022,2022,9359,Índice de envelhecimento da população residente em territórios quilombolas (Idosos: 60 anos ou mais de idade),32.16
3,Unidade da Federação,1622,Anos,28,25,Paraíba,2022,2022,9408,Idade mediana da população residente em territórios quilombolas,28.0
3,Unidade da Federação,1702,Razão,93.02,25,Paraíba,2022,2022,9409,Razão de sexo da população residente em territórios quilombolas,93.02
3,Unidade da Federação,1702,Razão,42.91,25,Paraíba,2022,2022,9421,Índice de envelhecimento da população quilombola residente em territórios quilombolas (Idosos: 60 anos ou mais de idade),42.91
3,Unidade da Federação,1622,Anos,29,25,Paraíba,2022,2022,9422,Idade mediana da população quilombola residente em territórios quilombolas,29.0
3,Unidade da Federação,1702,Razão,95.32,25,Paraíba,2022,2022,9423,Razão de sexo da população quilombola residente em territórios quilombolas,95.32
3,Unidade da Federação,1702,Razão,44.39,26,Pernambuco,2022,2022,9359,Índice de envelhecimento da população residente em territórios quilombolas (Idosos: 60 anos ou mais de idade),44.39
3,Unidade da Federação,1622,Anos,28,26,Pernambuco,2022,2022,9408,Idade mediana da população residente em territórios quilombolas,28.0
3,Unidade da Federação,1702,Razão,104.29,26,Pernambuco,2022,2022,9409,Razão de sexo da população residente em territórios quilombolas,104.29
3,Unidade da Federação,1702,Razão,44.76,26,Pernambuco,2022,2022,9421,Índice de envelhecimento da população quilombola residente em territórios quilombolas (Idosos: 60 anos ou mais de idade),44.76
3,Unidade da Federação,1622,Anos,28,26,Pernambuco,2022,2022,9422,Idade mediana da população quilombola residente em territórios quilombolas,28.0
3,Unidade da Federação,1702,Razão,104.07,26,Pernambuco,2022,2022,9423,Razão de sexo da população quilombola residente em territórios quilombolas,104.07
3,Unidade da Federação,1702,Razão,37.04,27,Alagoas,2022,2022,9359,Índice de envelhecimento da população residente em territórios quilombolas (Idosos: 60 anos ou mais de idade),37.04
3,Unidade da Federação,1622,Anos,24,27,Alagoas,2022,2022,9408,Idade mediana da população residente em territórios quilombolas,24.0
3,Unidade da Federação,1702,Razão,110.80,27,Alagoas,2022,2022,9409,Razão de sexo da população residente em territórios quilombolas,110.8
3,Unidade da Federação,1702,Razão,34.00,27,Alagoas,2022,2022,9421,Índice de envelhecimento da população quilombola residente em territórios quilombolas (Idosos: 60 anos ou mais de idade),34.0
3,Unidade da Federação,1622,Anos,24,27,Alagoas,2022,2022,9422,Idade mediana da população quilombola residente em territórios quilombolas,24.0
3,Unidade da Federação,1702,Razão,110.67,27,Alagoas,2022,2022,9423,Razão de sexo da população quilombola residente em territórios quilombolas,110.67
3,Unidade da Federação,1702,Razão,41.19,28,Sergipe,2022,2022,9359,Índice de envelhecimento da população residente em territórios quilombolas (Idosos: 60 anos ou mais de idade),41.19
3,Unidade da Federação,1622,Anos,28,28,Sergipe,2022,2022,9408,Idade mediana da população residente em territórios quilombolas,28.0
3,Unidade da Federação,1702,Razão,101.93,28,Sergipe,2022,2022,9409,Razão de sexo da população residente em territórios quilombolas,101.93
3,Unidade da Federação,1702,Razão,37.85,28,Sergipe,2022,2022,9421,Índice de envelhecimento da população quilombola residente em territórios quilombolas (Idosos: 60 anos ou mais de idade),37.85
3,Unidade da Federação,1622,Anos,27,28,Sergipe,2022,2022,9422,Idade mediana da população quilombola residente em territórios quilombolas,27.0
3,Unidade da Federação,1702,Razão,102.25,28,Sergipe,2022,2022,9423,Razão de sexo da população quilombola residente em territórios quilombolas,102.25
3,Unidade da Federação,1702,Razão,55.66,29,Bahia,2022,2022,9359,Índice de envelhecimento da população residente em territórios quilombolas (Idosos: 60 anos ou mais de idade),55.66
3,Unidade da Federação,1622,Anos,31,29,Bahia,2022,2022,9408,Idade mediana da população residente em territórios quilombolas,31.0
3,Unidade da Federação,1702,Razão,102.50,29,Bahia,2022,2022,9409,Razão de sexo da população residente em territórios quilombolas,102.5
3,Unidade da Federação,1702,Razão,53.09,29,Bahia,2022,2022,9421,Índice de envelhecimento da população quilombola residente em territórios quilombolas (Idosos: 60 anos ou mais de idade),53.09
3,Unidade da Federação,1622,Anos,30,29,Bahia,2022,2022,9422,Idade mediana da população quilombola residente em territórios quilombolas,30.0
3,Unidade da Federação,1702,Razão,101.80,29,Bahia,2022,2022,9423,Razão de sexo da população quilombola residente em territórios quilombolas,101.8
3,Unidade da Federação,1702,Razão,61.54,31,Minas Gerais,2022,2022,9359,Índice de envelhecimento da população residente em territórios quilombolas (Idosos: 60 anos ou mais de idade),61.54
3,Unidade da Federação,1622,Anos,31,31,Minas Gerais,2022,2022,9408,Idade mediana da população residente em territórios quilombolas,31.0
3,Unidade da Federação,1702,Razão,107.42,31,Minas Gerais,2022,2022,9409,Razão de sexo da população residente em territórios quilombolas,107.42
3,Unidade da Federação,1702,Razão,56.14,31,Minas Gerais,2022,2022,9421,Índice de envelhecimento da população quilombola residente em territórios quilombolas (Idosos: 60 anos ou mais de idade),56.14
3,Unidade da Federação,1622,Anos,29,31,Minas Gerais,2022,2022,9422,Idade mediana da população quilombola residente em territórios quilombolas,29.0
3,Unidade da Federação,1702,Razão,107.25,31,Minas Gerais,2022,2022,9423,Razão de sexo da população quilombola residente em territórios quilombolas,107.25
3,Unidade da Federação,1702,Razão,41.32,32,Espírito Santo,2022,2022,9359,Índice de envelhecimento da população residente em territórios quilombolas (Idosos: 60 anos ou mais de idade),41.32
3,Unidade da Federação,1622,Anos,28,32,Espírito Santo,2022,2022,9408,Idade mediana da população residente em territórios quilombolas,28.0
3,Unidade da Federação,1702,Razão,98.28,32,Espírito Santo,2022,2022,9409,Razão de sexo da população residente em territórios quilombolas,98.28
3,Unidade da Federação,1702,Razão,47.18,32,Espírito Santo,2022,2022,9421,Índice de envelhecimento da população quilombola residente em territórios quilombolas (Idosos: 60 anos ou mais de idade),47.18
3,Unidade da Federação,1622,Anos,30,32,Espírito Santo,2022,2022,9422,Idade mediana da população quilombola residente em territórios quilombolas,30.0
3,Unidade da Federação,1702,Razão,102.69,32,Espírito Santo,2022,2022,9423,Razão de sexo da população quilombola residente em territórios quilombolas,102.69
3,Unidade da Federação,1702,Razão,59.44,33,Rio de Janeiro,2022,2022,9359,Índice de envelhecimento da população residente em territórios quilombolas (Idosos: 60 anos ou mais de idade),59.44
3,Unidade da Federação,1622,Anos,32,33,Rio de Janeiro,2022,2022,9408,Idade mediana da população residente em territórios quilombolas,32.0
3,Unidade da Federação,1702,Razão,96.93,33,Rio de Janeiro,2022,2022,9409,Razão de sexo da população residente em territórios quilombolas,96.93
3,Unidade da Federação,1702,Razão,54.27,33,Rio de Janeiro,2022,2022,9421,Índice de envelhecimento da população quilombola residente em territórios quilombolas (Idosos: 60 anos ou mais de idade),54.27
3,Unidade da Federação,1622,Anos,31,33,Rio de Janeiro,2022,2022,9422,Idade mediana da população quilombola residente em territórios quilombolas,31.0
3,Unidade da Federação,1702,Razão,95.09,33,Rio de Janeiro,2022,2022,9423,Razão de sexo da população quilombola residente em territórios quilombolas,95.09
3,Unidade da Federação,1702,Razão,75.80,35,São Paulo,2022,2022,9359,Índice de envelhecimento da população residente em territórios quilombolas (Idosos: 60 anos ou mais de idade),75.8
3,Unidade da Federação,1622,Anos,34,35,São Paulo,2022,2022,9408,Idade mediana da população residente em territórios quilombolas,34.0
3,Unidade da Federação,1702,Razão,110.03,35,São Paulo,2022,2022,9409,Razão de sexo da população residente em territórios quilombolas,110.03
3,Unidade da Federação,1702,Razão,71.44,35,São Paulo,2022,2022,9421,Índice de envelhecimento da população quilombola residente em territórios quilombolas (Idosos: 60 anos ou mais de idade),71.44
3,Unidade da Federação,1622,Anos,33,35,São Paulo,2022,2022,9422,Idade mediana da população quilombola residente em territórios quilombolas,33.0
3,Unidade da Federação,1702,Razão,107.75,35,São Paulo,2022,2022,9423,Razão de sexo da população quilombola residente em territórios quilombolas,107.75
3,Unidade da Federação,1702,Razão,82.95,41,Paraná,2022,2022,9359,Índice de envelhecimento da população residente em territórios quilombolas (Idosos: 60 anos ou mais de idade),82.95
3,Unidade da Federação,1622,Anos,37,41,Paraná,2022,2022,9408,Idade mediana da população residente em territórios quilombolas,37.0
3,Unidade da Federação,1702,Razão,120.88,41,Paraná,2022,2022,9409,Razão de sexo da população residente em territórios quilombolas,120.88
3,Unidade da Federação,1702,Razão,85.31,41,Paraná,2022,2022,9421,Índice de envelhecimento da população quilombola residente em territórios quilombolas (Idosos: 60 anos ou mais de idade),85.31
3,Unidade da Federação,1622,Anos,36,41,Paraná,2022,2022,9422,Idade mediana da população quilombola residente em territórios quilombolas,36.0
3,Unidade da Federação,1702,Razão,115.28,41,Paraná,2022,2022,9423,Razão de sexo da população quilombola residente em territórios quilombolas,115.28
3,Unidade da Federação,1702,Razão,67.30,42,Santa Catarina,2022,2022,9359,Índice de envelhecimento da população residente em territórios quilombolas (Idosos: 60 anos ou mais de idade),67.3
3,Unidade da Federação,1622,Anos,35,42,Santa Catarina,2022,2022,9408,Idade mediana da população residente em territórios quilombolas,35.0
3,Unidade da Federação,1702,Razão,110.79,42,Santa Catarina,2022,2022,9409,Razão de sexo da população residente em territórios quilombolas,110.79
3,Unidade da Federação,1702,Razão,62.24,42,Santa Catarina,2022,2022,9421,Índice de envelhecimento da população quilombola residente em territórios quilombolas (Idosos: 60 anos ou mais de idade),62.24
3,Unidade da Federação,1622,Anos,35,42,Santa Catarina,2022,2022,9422,Idade mediana da população quilombola residente em territórios quilombolas,35.0
3,Unidade da Federação,1702,Razão,112.45,42,Santa Catarina,2022,2022,9423,Razão de sexo da população quilombola residente em territórios quilombolas,112.45
3,Unidade da Federação,1702,Razão,86.70,43,Rio Grande do Sul,2022,2022,9359,Índice de envelhecimento da população residente em territórios quilombolas (Idosos: 60 anos ou mais de idade),86.7
3,Unidade da Federação,1622,Anos,35,43,Rio Grande do Sul,2022,2022,9408,Idade mediana da população residente em territórios quilombolas,35.0
3,Unidade da Federação,1702,Razão,100.54,43,Rio Grande do Sul,2022,2022,9409,Razão de sexo da população residente em territórios quilombolas,100.54
3,Unidade da Federação,1702,Razão,80.32,43,Rio Grande do Sul,2022,2022,9421,Índice de envelhecimento da população quilombola residente em territórios quilombolas (Idosos: 60 anos ou mais de idade),80.32
3,Unidade da Federação,1622,Anos,34,43,Rio Grande do Sul,2022,2022,9422,Idade mediana da população quilombola residente em territórios quilombolas,34.0
3,Unidade da Federação,1702,Razão,98.86,43,Rio Grande do Sul,2022,2022,9423,Razão de sexo da população quilombola residente em territórios quilombolas,98.86
3,Unidade da Federação,1702,Razão,59.52,50,Mato Grosso do Sul,2022,2022,9359,Índice de envelhecimento da população residente em territórios quilombolas (Idosos: 60 anos ou mais de idade),59.52
3,Unidade da Federação,1622,Anos,33,50,Mato Grosso do Sul,2022,2022,9408,Idade mediana da população residente em territórios quilombolas,33.0
3,Unidade da Federação,1702,Razão,99.61,50,Mato Grosso do Sul,2022,2022,9409,Razão de sexo da população residente em territórios quilombolas,99.61
3,Unidade da Federação,1702,Razão,58.39,50,Mato Grosso do Sul,2022,2022,9421,Índice de envelhecimento da população quilombola residente em territórios quilombolas (Idosos: 60 anos ou mais de idade),58.39
3,Unidade da Federação,1622,Anos,33,50,Mato Grosso do Sul,2022,2022,9422,Idade mediana da população quilombola residente em territórios quilombolas,33.0
3,Unidade da Federação,1702,Razão,97.07,50,Mato Grosso do Sul,2022,2022,9423,Razão de sexo da população quilombola residente em territórios quilombolas,97.07
3,Unidade da Federação,1702,Razão,107.54,51,Mato Grosso,2022,2022,9359,Índice de envelhecimento da população residente em territórios quilombolas (Idosos: 60 anos ou mais de idade),107.54
3,Unidade da Federação,1622,Anos,40,51,Mato Grosso,2022,2022,9408,Idade mediana da população residente em territórios quilombolas,40.0
3,Unidade da Federação,1702,Razão,110.02,51,Mato Grosso,2022,2022,9409,Razão de sexo da população residente em territórios quilombolas,110.02
3,Unidade da Federação,1702,Razão,99.10,51,Mato Grosso,2022,2022,9421,Índice de envelhecimento da população quilombola residente em territórios quilombolas (Idosos: 60 anos ou mais de idade),99.1
3,Unidade da Federação,1622,Anos,38,51,Mato Grosso,2022,2022,9422,Idade mediana da população quilombola residente em territórios quilombolas,38.0
3,Unidade da Federação,1702,Razão,105.58,51,Mato Grosso,2022,2022,9423,Razão de sexo da população quilombola residente em territórios quilombolas,105.58
3,Unidade da Federação,1702,Razão,43.98,52,Goiás,2022,2022,9359,Índice de envelhecimento da população residente em territórios quilombolas (Idosos: 60 anos ou mais de idade),43.98
3,Unidade da Federação,1622,Anos,28,52,Goiás,2022,2022,9408,Idade mediana da população residente em territórios quilombolas,28.0
3,Unidade da Federação,1702,Razão,105.25,52,Goiás,2022,2022,9409,Razão de sexo da população residente em territórios quilombolas,105.25
3,Unidade da Federação,1702,Razão,46.33,52,Goiás,2022,2022,9421,Índice de envelhecimento da população quilombola residente em territórios quilombolas (Idosos: 60 anos ou mais de idade),46.33
3,Unidade da Federação,1622,Anos,27,52,Goiás,2022,2022,9422,Idade mediana da população quilombola residente em territórios quilombolas,27.0
3,Unidade da Federação,1702,Razão,109.09,52,Goiás,2022,2022,9423,Razão de sexo da população quilombola residente em territórios quilombolas,109.09
3,Unidade da Federação,1702,Razão,-,53,Distrito Federal,2022,2022,9359,Índice de envelhecimento da população residente em territórios quilombolas (Idosos: 60 anos ou mais de idade),
3,Unidade da Federação,1622,Anos,-,53,Distrito Federal,2022,2022,9408,Idade mediana da população residente em territórios quilombolas,
3,Unidade da Federação,1702,Razão,-,53,Distrito Federal,2022,2022,9409,Razão de sexo da população residente em territórios quilombolas,
3,Unidade da Federação,1702,Razão,-,53,Distrito Federal,2022,2022,9421,Índice de envelhecimento da população quilombola residente em territórios quilombolas (Idosos: 60 anos ou mais de idade),
3,Unidade da Federação,1622,Anos,-,53,Distrito Federal,2022,2022,9422,Idade mediana da população quilombola residente em territórios quilombolas,
3,Unidade da Federação,1702,Razão,-,53,Distrito Federal,2022,2022,9423,Razão de sexo da população quilombola residente em territórios quilombolas,
